Product Name,Quantity,Sell Price,Date Sold,Product Category,Unnamed: 5,Unnamed: 6,Unnamed: 7
Cottonbuds (small pack),1.0,10.0,22/11/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,10.0,50.0,22/11/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,6.0,60.0,22/11/2020,PAIN RELIEVERS,,,
Co-amoxiclav 625mg,6.0,120.0,22/11/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),6.0,18.0,22/11/2020,PAIN RELIEVERS,,,
Face Mask,10.0,50.0,22/11/2020,ALL MEDICAL SUPPLIES,,,
Skelan 550mg,1.0,22.0,22/11/2020,PAIN RELIEVERS,,,
Hivent Salbutamol Ampoule 2.5mL,3.0,45.0,22/11/2020,RESPIRATORY,,,
Face Mask,2.0,10.0,22/11/2020,ALL MEDICAL SUPPLIES,,,
,1.0,60.0,22/11/2020,#REF!,,,
Centrum Advance,6.0,78.0,22/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
,3.0,12.0,22/11/2020,#REF!,,,
Biogesic 500mg,5.0,25.0,22/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,3.0,21.0,22/11/2020,PAIN RELIEVERS,,,
Saridon,2.0,14.0,22/11/2020,PAIN RELIEVERS,,,
Losartan 100mg,3.0,21.0,23/11/2020,ALL HYPERTENSION,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,23/11/2020,RESPIRATORY,,,
Vicks VapoRub (large),1.0,50.0,23/11/2020,GALENICALS,,,
Efficascent Oil 25 mL,1.0,40.0,23/11/2020,GALENICALS,,,
Alaxan FR 400mg,5.0,50.0,23/11/2020,PAIN RELIEVERS,,,
Metoprolol 50mg/100mg,2.0,18.0,23/11/2020,ALL HYPERTENSION,,,
Adult Diapers (large),2.0,50.0,23/11/2020,ALL MEDICAL SUPPLIES,,,
Face Mask,1.0,5.0,23/11/2020,ALL MEDICAL SUPPLIES,,,
Bioflu 10mg/2mg/500mg,5.0,45.0,23/11/2020,PAIN RELIEVERS,,,
Toothbrush,1.0,15.0,23/11/2020,HYGIENE,,,
Tempra Forte Syrup 6-12 years 60mL,1.0,159.0,23/11/2020,PEDIA BOTTLES,,,
Face Shield,2.0,60.0,23/11/2020,ALL MEDICAL SUPPLIES,,,
Pregnancy Test,1.0,35.0,23/11/2020,ALL MEDICAL SUPPLIES,,,
Pregnancy Test,1.0,35.0,23/11/2020,ALL MEDICAL SUPPLIES,,,
Acetone (Cuticle/Nailpolish Remover),1.0,10.0,23/11/2020,COSMETICS,,,
Ascof Forte Lagundi 600mg,1.0,10.0,23/11/2020,HERBAL MEDICINES,,,
Tiki-tiki Star Drops 30mL,1.0,65.0,23/11/2020,PEDIA BOTTLES,,,
Carbocisteine 500mg,5.0,25.0,23/11/2020,RESPIRATORY,,,
Petroleum Jelly (generic),1.0,25.0,23/11/2020,CREAM AND OINTMENTS,,,
BL Cream,1.0,35.0,23/11/2020,CREAM AND OINTMENTS,,,
Nipple (small),2.0,20.0,23/11/2020,BABY PRODUCTS,,,
Gardan 500mg,1.0,25.0,23/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,5.0,25.0,23/11/2020,PAIN RELIEVERS,,,
Amlodipine 10mg,2.0,12.0,23/11/2020,ALL HYPERTENSION,,,
Mefenamic Acid Ritemed 500mg,2.0,14.0,23/11/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,10.0,70.0,23/11/2020,PAIN RELIEVERS,,,
Amlodipine 10mg,5.0,30.0,23/11/2020,ALL HYPERTENSION,,,
Losartan 100mg,5.0,35.0,23/11/2020,ALL HYPERTENSION,,,
Mefenamic Acid (generic),2.0,6.0,23/11/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,2.0,10.0,23/11/2020,ANTIBIOTICS,,,
,1.0,30.0,23/11/2020,#REF!,,,
Lady Pills 30mcg/150mcg,1.0,100.0,23/11/2020,CONTRACEPTIVES,,,
Amoxicillin 500mg,2.0,10.0,23/11/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),2.0,6.0,23/11/2020,PAIN RELIEVERS,,,
Efficascent Oil 25 mL,1.0,40.0,24/11/2020,GALENICALS,,,
Ambroxol Syrup 60mL,1.0,53.0,24/11/2020,RESPIRATORY,,,
Efficascent Oil 25 mL,1.0,43.0,24/11/2020,GALENICALS,,,
Dolfenal 500mg,1.0,25.0,24/11/2020,PAIN RELIEVERS,,,
,20.0,100.0,24/11/2020,#REF!,,,
Diclofenac Sodium 100mg,1.0,5.0,24/11/2020,PAIN RELIEVERS,,,
Biogesic Syrup 2-6 years 60mL,1.0,97.0,24/11/2020,PAIN RELIEVERS,,,
Katinko Ointment,1.0,35.0,24/11/2020,GALENICALS,,,
Amlodipine 10mg,10.0,60.0,24/11/2020,ALL HYPERTENSION,,,
Losartan 100mg,10.0,70.0,24/11/2020,ALL HYPERTENSION,,,
Alcohol 60mL,1.0,65.0,24/11/2020,ALL MEDICAL SUPPLIES,,,
Diclofenac Sodium 100mg,5.0,25.0,24/11/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,5.0,20.0,24/11/2020,ANTIHISTAMINES,,,
Ascof Forte Lagundi 600mg,1.0,10.0,24/11/2020,HERBAL MEDICINES,,,
Biogesic 500mg,2.0,10.0,24/11/2020,PAIN RELIEVERS,,,
Pregnancy Test,1.0,35.0,24/11/2020,ALL MEDICAL SUPPLIES,,,
Gauze (large),1.0,6.0,24/11/2020,ALL MEDICAL SUPPLIES,,,
Biogesic Syrup 2-6 years 60mL,1.0,97.0,24/11/2020,PAIN RELIEVERS,,,
Mallows,2.0,4.0,24/11/2020,FOODS,,,
Face Mask,1.0,5.0,24/11/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),1.0,10.0,24/11/2020,BABY PRODUCTS,,,
Solmux,2.0,24.0,24/11/2020,RESPIRATORY,,,
Mefenamic Acid Ritemed 500mg,2.0,14.0,24/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,24/11/2020,PAIN RELIEVERS,,,
Omega 60 mL,1.0,75.0,24/11/2020,GALENICALS,,,
Kremil-S,2.0,19.0,24/11/2020,GASTRO DRUGS,,,
Mefenamic Acid (generic),2.0,6.0,24/11/2020,PAIN RELIEVERS,,,
Flanax 550mg,1.0,26.0,24/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,24/11/2020,PAIN RELIEVERS,,,
Medicol Advance 200mg,3.0,26.0,24/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,4.0,20.0,24/11/2020,PAIN RELIEVERS,,,
,3.0,120.0,24/11/2020,#REF!,,,
Efficascent Oil Extra Strength 25 mL,1.0,30.0,24/11/2020,GALENICALS,,,
Nature's Spring Purified Drinking Water 10L,1.0,95.0,24/11/2020,DRINKS,,,
,1.0,165.0,24/11/2020,#REF!,,,
Tuseran Forte,3.0,36.0,24/11/2020,RESPIRATORY,,,
,6.0,30.0,24/11/2020,#REF!,,,
Mefenamic Acid (generic),6.0,18.0,24/11/2020,PAIN RELIEVERS,,,
Losartan 50mg,1.0,5.0,24/11/2020,ALL HYPERTENSION,,,
Amlodipine 5mg,1.0,5.0,24/11/2020,ALL HYPERTENSION,,,
Biogesic 500mg,5.0,25.0,24/11/2020,PAIN RELIEVERS,,,
Bonna 0-6 months 150g,1.0,115.0,25/11/2020,MILK SUPPLEMENTS,,,
Enervon,1.0,15.0,25/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Rejuvon OB Forte,7.0,63.0,25/11/2020,OB PRODUCTS,,,
Ferrous Sulfate 500mg,7.0,35.0,25/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Calcium Lactate 325mg,11.0,44.0,25/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Neozep,2.0,14.0,25/11/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,25/11/2020,PAIN RELIEVERS,,,
Efficascent Oil 25 mL,1.0,40.0,25/11/2020,GALENICALS,,,
Cetirizine 10mg,2.0,8.0,25/11/2020,ANTIHISTAMINES,,,
Erythromycin 500mg,2.0,15.0,25/11/2020,ANTIBIOTICS,,,
Nipple (small),1.0,10.0,25/11/2020,BABY PRODUCTS,,,
Mefenamic Acid (generic),4.0,12.0,25/11/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,2.0,14.0,25/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),3.0,12.0,25/11/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,3.0,24.0,25/11/2020,ANTIBIOTICS,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,25/11/2020,GALENICALS,,,
Bonamine 12.5mg (for kids),5.0,65.0,25/11/2020,MILK SUPPLEMENTS,,,
Mefenamic Acid (generic),2.0,6.0,25/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),2.0,6.0,25/11/2020,PAIN RELIEVERS,,,
Skelan 550mg,1.0,22.0,25/11/2020,PAIN RELIEVERS,,,
Nipple (small),1.0,10.0,25/11/2020,BABY PRODUCTS,,,
Nipple (small),1.0,10.0,25/11/2020,BABY PRODUCTS,,,
Amlodipine 5mg,1.0,5.0,25/11/2020,ALL HYPERTENSION,,,
Losartan 50mg,1.0,5.0,25/11/2020,ALL HYPERTENSION,,,
BL Cream,1.0,35.0,25/11/2020,CREAM AND OINTMENTS,,,
Amoxicillin 500mg,2.0,10.0,25/11/2020,ANTIBIOTICS,,,
Omega 60 mL,1.0,75.0,25/11/2020,GALENICALS,,,
Medical Gloves,2.0,15.0,25/11/2020,ALL MEDICAL SUPPLIES,,,
Mefenamic Acid (generic),2.0,6.0,25/11/2020,PAIN RELIEVERS,,,
BL Cream,1.0,35.0,25/11/2020,CREAM AND OINTMENTS,,,
Solmux,2.0,24.0,25/11/2020,RESPIRATORY,,,
Mefenamic Acid (generic),2.0,6.0,25/11/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,2.0,10.0,25/11/2020,ANTIBIOTICS,,,
Cefalexin Syrup,5.0,40.0,25/11/2020,ANTIBIOTICS,,,
Baby Feeding Bottle (small),1.0,150.0,25/11/2020,BABY PRODUCTS,,,
Losartan 50mg,2.0,10.0,25/11/2020,ALL HYPERTENSION,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,25/11/2020,RESPIRATORY,,,
Mefenamic Acid (generic),1.0,3.0,25/11/2020,PAIN RELIEVERS,,,
Folic Acid 5mg,5.0,25.0,25/11/2020,OB PRODUCTS,,,
Diclofenac Sodium 100mg,1.0,5.0,26/11/2020,PAIN RELIEVERS,,,
Cotrimoxazole 480mg,6.0,30.0,26/11/2020,ANTIBIOTICS,,,
Erythromycin 500mg,2.0,15.0,26/11/2020,ANTIBIOTICS,,,
Omeprazole 20mg,10.0,40.0,26/11/2020,GASTRO DRUGS,,,
Dr. Wong's Sulfur Scented Soap 135g,2.0,110.0,26/11/2020,HYGIENE,,,
Katinko Ointment,1.0,35.0,26/11/2020,GALENICALS,,,
Cloxacillin 500mg,2.0,16.0,26/11/2020,ANTIBIOTICS,,,
Cloxacillin 500mg,2.0,24.0,26/11/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),3.0,9.0,26/11/2020,PAIN RELIEVERS,,,
Flanax 550mg,2.0,52.0,26/11/2020,PAIN RELIEVERS,,,
Solmux,2.0,24.0,26/11/2020,RESPIRATORY,,,
Celecoxib 200mg,10.0,70.0,26/11/2020,PAIN RELIEVERS,,,
Rexona Deodorant,1.0,50.0,26/11/2020,HYGIENE,,,
Diatabs 2mg,2.0,20.0,26/11/2020,GASTRO DRUGS,,,
Cefuroxime Axetil 500mg,1.0,38.0,26/11/2020,ANTIBIOTICS,,,
Alcohol 500mL,1.0,105.0,26/11/2020,ALL MEDICAL SUPPLIES,,,
Diclofenac Sodium 100mg,1.0,5.0,26/11/2020,PAIN RELIEVERS,,,
Centrum Advance,3.0,39.0,26/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Amoxicillin 500mg,1.0,5.0,26/11/2020,ANTIBIOTICS,,,
Advil 200mg,2.0,24.0,26/11/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,5.0,20.0,26/11/2020,ANTIHISTAMINES,,,
Symdex-D 25mg/2mg/325mg,2.0,10.0,26/11/2020,PAIN RELIEVERS,,,
Tuseran Forte,2.0,24.0,26/11/2020,RESPIRATORY,,,
Toothpaste Sachet,1.0,8.0,26/11/2020,HYGIENE,,,
Shampoo (Sachet),1.0,6.0,26/11/2020,HYGIENE,,,
Face Shield,1.0,0.0,26/11/2020,ALL MEDICAL SUPPLIES,,,
Mefenamic Acid (generic),1.0,3.0,26/11/2020,PAIN RELIEVERS,,,
Alcohol 60mL,1.0,65.0,26/11/2020,ALL MEDICAL SUPPLIES,,,
Myra-E,5.0,70.0,26/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
BL Cream,1.0,35.0,26/11/2020,CREAM AND OINTMENTS,,,
Nipple (large),1.0,25.0,26/11/2020,BABY PRODUCTS,,,
Bonakid 1+ 150g,1.0,110.0,26/11/2020,MILK SUPPLEMENTS,,,
Green Leaf Powder Cockroach killing Bait 5g,1.0,10.0,26/11/2020,OTHERS,,,
Flanax 550mg,2.0,52.0,27/11/2020,PAIN RELIEVERS,,,
Candy,1.0,5.0,27/11/2020,FOODS,,,
Neozep Drops 10mL,1.0,109.0,27/11/2020,PEDIA BOTTLES,,,
Neozep,2.0,14.0,27/11/2020,RESPIRATORY,,,
Face Shield,1.0,20.0,27/11/2020,ALL MEDICAL SUPPLIES,,,
,2.0,30.0,27/11/2020,#REF!,,,
Mefenamic Acid (generic),10.0,30.0,27/11/2020,PAIN RELIEVERS,,,
Ascorbic Acid 500mg,4.0,16.0,27/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
BL Cream,1.0,35.0,27/11/2020,CREAM AND OINTMENTS,,,
Biogesic 500mg,2.0,10.0,27/11/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,2.0,8.0,27/11/2020,ANTIHISTAMINES,,,
Amlodipine 10mg,6.0,36.0,27/11/2020,ALL HYPERTENSION,,,
Losartan 50mg,6.0,30.0,27/11/2020,ALL HYPERTENSION,,,
Medicol Advance 200mg,1.0,9.0,27/11/2020,PAIN RELIEVERS,,,
Saridon,2.0,14.0,27/11/2020,PAIN RELIEVERS,,,
Cetirizine Drops 10mL,1.0,53.0,27/11/2020,ANTIHISTAMINES,,,
Vicks VapoRub (small),1.0,32.0,27/11/2020,GALENICALS,,,
Katinko Ointment,1.0,35.0,27/11/2020,GALENICALS,,,
Symdex-D 25mg/2mg/325mg,4.0,20.0,27/11/2020,PAIN RELIEVERS,,,
Mupirocin 20mg,1.0,159.0,27/11/2020,CREAM AND OINTMENTS,,,
Cetirizine 10mg,10.0,40.0,27/11/2020,ANTIHISTAMINES,,,
Gauze (small),1.0,25.0,27/11/2020,ALL MEDICAL SUPPLIES,,,
Povidone Iodine 15 mL,1.0,30.0,27/11/2020,ALL MEDICAL SUPPLIES,,,
Medical Tape (small),1.0,25.0,27/11/2020,ALL MEDICAL SUPPLIES,,,
,1.0,8.0,27/11/2020,#REF!,,,
Face Mask,1.0,10.0,27/11/2020,ALL MEDICAL SUPPLIES,,,
Amoxicillin 500mg,1.0,5.0,27/11/2020,ANTIBIOTICS,,,
Solmux,2.0,24.0,27/11/2020,RESPIRATORY,,,
Myra-E,2.0,28.0,27/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Tawas,1.0,12.0,27/11/2020,HYGIENE,,,
Lady Pills 30mcg/150mcg,1.0,50.0,27/11/2020,CONTRACEPTIVES,,,
Amlodipine 10mg,10.0,50.0,27/11/2020,ALL HYPERTENSION,,,
Amlodipine 5mg,10.0,50.0,27/11/2020,ALL HYPERTENSION,,,
Bioflu 10mg/2mg/500mg,4.0,40.0,27/11/2020,PAIN RELIEVERS,,,
Plemex Forte Lagundi 60mL,1.0,100.0,27/11/2020,RESPIRATORY,,,
,1.0,30.0,27/11/2020,#REF!,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,27/11/2020,RESPIRATORY,,,
Salonpas Patch,2.0,16.0,27/11/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,5.0,25.0,27/11/2020,ANTIBIOTICS,,,
Face Mask,1.0,5.0,27/11/2020,ALL MEDICAL SUPPLIES,,,
Symdex-D 25mg/2mg/325mg,2.0,10.0,28/11/2020,PAIN RELIEVERS,,,
Candy,1.0,7.0,28/11/2020,FOODS,,,
Losartan 50mg,10.0,50.0,28/11/2020,ALL HYPERTENSION,,,
Cefuroxime Axetil 500mg,1.0,38.0,28/11/2020,ANTIBIOTICS,,,
Cetirizine 10mg,10.0,30.0,28/11/2020,ANTIHISTAMINES,,,
Celecoxib 200mg,2.0,14.0,28/11/2020,PAIN RELIEVERS,,,
Tuseran Forte,1.0,12.0,28/11/2020,RESPIRATORY,,,
Acetone (Cuticle/Nailpolish Remover),1.0,10.0,28/11/2020,COSMETICS,,,
Face Mask,1.0,5.0,28/11/2020,ALL MEDICAL SUPPLIES,,,
Face Shield,1.0,30.0,28/11/2020,ALL MEDICAL SUPPLIES,,,
Biogesic Syrup 2-6 years 60mL,1.0,97.0,28/11/2020,PAIN RELIEVERS,,,
Losartan 50mg,4.0,20.0,28/11/2020,ALL HYPERTENSION,,,
,3.0,30.0,28/11/2020,#REF!,,,
Tissue Roll,1.0,15.0,28/11/2020,HYGIENE,,,
Omeprazole 40mg,5.0,45.0,28/11/2020,GASTRO DRUGS,,,
Mefenamic Acid (generic),2.0,6.0,28/11/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,2.0,10.0,28/11/2020,ANTIBIOTICS,,,
Symdex-D 25mg/2mg/325mg,2.0,10.0,28/11/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,28/11/2020,PAIN RELIEVERS,,,
,1.0,5.0,28/11/2020,#REF!,,,
Mefenamic Acid (generic),3.0,9.0,28/11/2020,PAIN RELIEVERS,,,
Medicol Advance 200mg,2.0,17.0,28/11/2020,PAIN RELIEVERS,,,
Ascorbic Acid + Zinc 500mg/10mg,2.0,8.0,28/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Advil 200mg,1.0,12.0,28/11/2020,PAIN RELIEVERS,,,
Ambroxol 30mg,4.0,12.0,28/11/2020,RESPIRATORY,,,
Neozep,3.0,21.0,28/11/2020,RESPIRATORY,,,
Nature's Spring Purified Drinking Water 10L,1.0,65.0,28/11/2020,DRINKS,,,
Neozep,2.0,14.0,28/11/2020,RESPIRATORY,,,
Skelan 550mg,2.0,44.0,28/11/2020,PAIN RELIEVERS,,,
,1.0,40.0,28/11/2020,#REF!,,,
Biogesic Syrup 2-6 years 60mL,1.0,97.0,28/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,5.0,25.0,28/11/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,1.0,7.0,28/11/2020,PAIN RELIEVERS,,,
Vicks VapoRub (small),1.0,32.0,28/11/2020,GALENICALS,,,
Face Mask,1.0,5.0,28/11/2020,ALL MEDICAL SUPPLIES,,,
Mefenamic Acid (generic),3.0,9.0,28/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),1.0,3.0,28/11/2020,PAIN RELIEVERS,,,
Lola Remedios,2.0,24.0,28/11/2020,HERBAL MEDICINES,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,30.0,28/11/2020,RESPIRATORY,,,
Hydrogen Peroxide,1.0,105.0,28/11/2020,ALL MEDICAL SUPPLIES,,,
Gauze (small),3.0,75.0,28/11/2020,ALL MEDICAL SUPPLIES,,,
,1.0,30.0,28/11/2020,#REF!,,,
Mefenamic Acid (generic),2.0,6.0,29/11/2020,PAIN RELIEVERS,,,
Water Bottle 350mL (small),1.0,22.0,29/11/2020,DRINKS,,,
,1.0,30.0,29/11/2020,#REF!,,,
Pregnancy Test,1.0,35.0,29/11/2020,ALL MEDICAL SUPPLIES,,,
Neozep,2.0,14.0,29/11/2020,RESPIRATORY,,,
Ferrous Sulfate 500mg,3.0,15.0,29/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ponstan 500mg,2.0,56.0,29/11/2020,PAIN RELIEVERS,,,
Pregnancy Test,1.0,35.0,29/11/2020,ALL MEDICAL SUPPLIES,,,
Gauze Bandage (small),1.0,25.0,29/11/2020,ALL MEDICAL SUPPLIES,,,
Petroleum Jelly (generic),1.0,25.0,29/11/2020,CREAM AND OINTMENTS,,,
Amoxicillin 500mg,1.0,5.0,29/11/2020,ANTIBIOTICS,,,
Aceite De Manzanilla 50mL,1.0,35.0,29/11/2020,GALENICALS,,,
Aceite De Manzanilla 25mL,1.0,20.0,29/11/2020,GALENICALS,,,
Ambroxol Syrup 60mL,1.0,53.0,29/11/2020,RESPIRATORY,,,
Symdex-D 25mg/2mg/325mg,5.0,50.0,29/11/2020,PAIN RELIEVERS,,,
Centrum Advance,10.0,130.0,29/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Buscopan 10mg,2.0,52.0,29/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Celecoxib 200mg,1.0,7.0,29/11/2020,PAIN RELIEVERS,,,
Tawas,2.0,24.0,29/11/2020,HYGIENE,,,
Face Mask,3.0,30.0,29/11/2020,ALL MEDICAL SUPPLIES,,,
Solmux,2.0,24.0,29/11/2020,RESPIRATORY,,,
BL Cream,1.0,35.0,29/11/2020,CREAM AND OINTMENTS,,,
AA Battery,2.0,40.0,29/11/2020,OTHERS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,29/11/2020,PAIN RELIEVERS,,,
,1.0,5.0,29/11/2020,#REF!,,,
Biogesic 500mg,5.0,25.0,29/11/2020,PAIN RELIEVERS,,,
Losartan 100mg,4.0,28.0,29/11/2020,ALL HYPERTENSION,,,
Biogesic 500mg,2.0,10.0,29/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),4.0,12.0,29/11/2020,PAIN RELIEVERS,,,
Symdex-D 25mg/2mg/325mg,4.0,20.0,29/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,3.0,15.0,29/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,1.0,5.0,29/11/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,2.0,16.0,29/11/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),2.0,6.0,29/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),1.0,3.0,29/11/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,1.0,8.0,29/11/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),1.0,3.0,29/11/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,10.0,30.0,29/11/2020,ANTIHISTAMINES,,,
Eskinol 225mL,1.0,60.0,29/11/2020,COSMETICS,,,
Biogesic Syrup 2-6 years 60mL,1.0,97.0,29/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,3.0,15.0,29/11/2020,PAIN RELIEVERS,,,
Toothbrush,1.0,15.0,29/11/2020,HYGIENE,,,
Nido 370g,1.0,220.0,30/11/2020,MILK SUPPLEMENTS,,,
Salbutamol 2mg,4.0,20.0,30/11/2020,RESPIRATORY,,,
Celecoxib 200mg,1.0,7.0,30/11/2020,PAIN RELIEVERS,,,
Solmux,2.0,24.0,30/11/2020,RESPIRATORY,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,30/11/2020,PAIN RELIEVERS,,,
Amlodipine 10mg,20.0,120.0,30/11/2020,ALL HYPERTENSION,,,
Robitussin 200mg,2.0,26.0,30/11/2020,RESPIRATORY,,,
Pregnancy Test,1.0,35.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Losartan 100mg,5.0,35.0,30/11/2020,ALL HYPERTENSION,,,
Cotrimoxazole 480mg,6.0,30.0,30/11/2020,ANTIBIOTICS,,,
Face Mask,1.0,10.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Cefuroxime Axetil 500mg,2.0,76.0,30/11/2020,ANTIBIOTICS,,,
Myra Classic Moisturizing 50mL,1.0,40.0,30/11/2020,COSMETICS,,,
Mefenamic Acid (generic),2.0,6.0,30/11/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,2.0,10.0,30/11/2020,ANTIBIOTICS,,,
Neozep,3.0,21.0,30/11/2020,RESPIRATORY,,,
Pregnancy Test,1.0,35.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Face Mask,1.0,10.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Pharex Vit.B Complex,1.0,6.0,30/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Celecoxib 200mg,2.0,14.0,30/11/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,30/11/2020,PAIN RELIEVERS,,,
Kremil-S,1.0,9.5,30/11/2020,GASTRO DRUGS,,,
Sebo De Macho,1.0,18.0,30/11/2020,CREAM AND OINTMENTS,,,
,,,30/11/2020,#REF!,,,
Solmux,1.0,12.0,30/11/2020,RESPIRATORY,,,
Ponstan 500mg,1.0,28.0,30/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,1.0,7.0,30/11/2020,PAIN RELIEVERS,,,
Solmux,6.0,72.0,30/11/2020,RESPIRATORY,,,
Biogesic 500mg,4.0,20.0,30/11/2020,PAIN RELIEVERS,,,
Symdex-D 25mg/2mg/325mg,3.0,15.0,30/11/2020,PAIN RELIEVERS,,,
Face Mask,1.0,5.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Vicks VapoRub (small),1.0,32.0,30/11/2020,GALENICALS,,,
Neozep,3.0,21.0,30/11/2020,RESPIRATORY,,,
Ambroxol 30mg,3.0,9.0,30/11/2020,RESPIRATORY,,,
Solmux,2.0,24.0,30/11/2020,RESPIRATORY,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,30/11/2020,RESPIRATORY,,,
Trust Pills 75mg,1.0,55.0,30/11/2020,CONTRACEPTIVES,,,
Mefenamic Acid (generic),4.0,12.0,30/11/2020,PAIN RELIEVERS,,,
Omega 60 mL,1.0,75.0,30/11/2020,GALENICALS,,,
Ascorbic Acid 500mg,3.0,12.0,30/11/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Celecoxib 200mg,1.0,7.0,30/11/2020,PAIN RELIEVERS,,,
Vicks VapoRub (small),1.0,7.0,30/11/2020,GALENICALS,,,
Face Mask,4.0,20.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Mefenamic Acid Ritemed 500mg,1.0,7.0,30/11/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),1.0,3.0,30/11/2020,PAIN RELIEVERS,,,
Face Mask,1.0,5.0,30/11/2020,ALL MEDICAL SUPPLIES,,,
Hivent Salbutamol Ampoule 2.5mL,2.0,30.0,30/11/2020,RESPIRATORY,,,
Nestogen 1 135g,1.0,70.0,01/12/2020,COFFEE TEAS AND MILKS,,,
Kremil-S,6.0,57.0,01/12/2020,GASTRO DRUGS,,,
,1.0,25.0,01/12/2020,#REF!,,,
Pregnancy Test,1.0,35.0,01/12/2020,ALL MEDICAL SUPPLIES,,,
Medicol Advance 200mg,2.0,17.0,01/12/2020,PAIN RELIEVERS,,,
Shampoo (Sachet),1.0,6.0,01/12/2020,HYGIENE,,,
Baby Diapers (medium) 4pcs,1.0,10.0,01/12/2020,BABY PRODUCTS,,,
Johnson's Baby Powder Pink 25g,1.0,20.0,01/12/2020,BABY PRODUCTS,,,
Johnson's Regular Baby Cologne 25mL,1.0,22.0,01/12/2020,BABY PRODUCTS,,,
Pregnancy Test,1.0,35.0,01/12/2020,ALL MEDICAL SUPPLIES,,,
